Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
N0_MCODE_ALL,GO Biological Processes,19,GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway,19_GO:0023052 signaling,-7,2.1e+02,25,30211,141,3,3,1e+02,27,796|2691|7253,CALCA|GHRH|TSHR,-4.3
N0_MCODE_ALL,Reactome Gene Sets,6,R-HSA-418555,G alpha (s) signalling events,,-7,2.1e+02,25,30211,145,3,3,1e+02,27,796|2691|7253,CALCA|GHRH|TSHR,-4.3
N0_MCODE_ALL,Reactome Gene Sets,6,R-HSA-9664433,Leishmania parasite growth and survival,,-6.8,1.8e+02,23,30211,169,3,3,1e+02,27,796|2691|7253,CALCA|GHRH|TSHR,-4.2
N0_MCODE_ALL,Reactome Gene Sets,6,R-HSA-9662851,Anti-inflammatory response favouring Leishmania parasite infection,,-6.8,1.8e+02,23,30211,169,3,3,1e+02,27,796|2691|7253,CALCA|GHRH|TSHR,-4.2
N0_MCODE_ALL,GO Biological Processes,19,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,19_GO:0023052 signaling,-6.4,1.3e+02,20,30211,229,3,3,1e+02,27,796|2691|7253,CALCA|GHRH|TSHR,-3.9
N0_MCODE_ALL,Reactome Gene Sets,6,R-HSA-9658195,Leishmania infection,,-6.2,1.2e+02,19,30211,254,3,3,1e+02,27,796|2691|7253,CALCA|GHRH|TSHR,-3.8
N0_MCODE_ALL,KEGG Pathway,24,hsa04080,Neuroactive ligand-receptor interaction,,-5.8,86,16,30211,353,3,3,1e+02,27,796|2691|7253,CALCA|GHRH|TSHR,-3.5
N0_MCODE_ALL,Reactome Gene Sets,6,R-HSA-500792,GPCR ligand binding,,-5.4,65,14,30211,467,3,3,1e+02,27,796|2691|7253,CALCA|GHRH|TSHR,-3.2
N0_MCODE_ALL,Reactome Gene Sets,6,R-HSA-388396,GPCR downstream signalling,,-5,48,12,30211,629,3,3,1e+02,27,796|2691|7253,CALCA|GHRH|TSHR,-2.9
N0_MCODE_ALL,Reactome Gene Sets,6,R-HSA-372790,Signaling by GPCR,,-4.9,43,11,30211,704,3,3,1e+02,27,796|2691|7253,CALCA|GHRH|TSHR,-2.8
N0_SUB6_MCODE_1,Reactome Gene Sets,6,R-HSA-9660821,ADORA2B mediated anti-inflammatory cytokines production,,-7.1,2.3e+02,26,30211,134,3,3,1e+02,27,796|2691|7253,CALCA|GHRH|TSHR,-4.3
N0_SUB6_MCODE_1,GO Biological Processes,19,GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway,19_GO:0023052 signaling,-7,2.1e+02,25,30211,141,3,3,1e+02,27,796|2691|7253,CALCA|GHRH|TSHR,-4.3
N0_SUB6_MCODE_1,Reactome Gene Sets,6,R-HSA-418555,G alpha (s) signalling events,,-7,2.1e+02,25,30211,145,3,3,1e+02,27,796|2691|7253,CALCA|GHRH|TSHR,-4.3
N0_SUB6_MCODE_1,Reactome Gene Sets,6,R-HSA-9664433,Leishmania parasite growth and survival,,-6.8,1.8e+02,23,30211,169,3,3,1e+02,27,796|2691|7253,CALCA|GHRH|TSHR,-4.2
N0_SUB6_MCODE_1,Reactome Gene Sets,6,R-HSA-9662851,Anti-inflammatory response favouring Leishmania parasite infection,,-6.8,1.8e+02,23,30211,169,3,3,1e+02,27,796|2691|7253,CALCA|GHRH|TSHR,-4.2
N0_SUB6_MCODE_1,GO Biological Processes,19,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,19_GO:0023052 signaling,-6.4,1.3e+02,20,30211,229,3,3,1e+02,27,796|2691|7253,CALCA|GHRH|TSHR,-3.9
N0_SUB6_MCODE_1,Reactome Gene Sets,6,R-HSA-9658195,Leishmania infection,,-6.2,1.2e+02,19,30211,254,3,3,1e+02,27,796|2691|7253,CALCA|GHRH|TSHR,-3.8
N0_SUB6_MCODE_1,KEGG Pathway,24,hsa04080,Neuroactive ligand-receptor interaction,,-5.8,86,16,30211,353,3,3,1e+02,27,796|2691|7253,CALCA|GHRH|TSHR,-3.5
N0_SUB6_MCODE_1,Reactome Gene Sets,6,R-HSA-500792,GPCR ligand binding,,-5.4,65,14,30211,467,3,3,1e+02,27,796|2691|7253,CALCA|GHRH|TSHR,-3.2
N0_SUB6_MCODE_1,Reactome Gene Sets,6,R-HSA-388396,GPCR downstream signalling,,-5,48,12,30211,629,3,3,1e+02,27,796|2691|7253,CALCA|GHRH|TSHR,-2.9
N0_SUB6_MCODE_1,Reactome Gene Sets,6,R-HSA-372790,Signaling by GPCR,,-4.9,43,11,30211,704,3,3,1e+02,27,796|2691|7253,CALCA|GHRH|TSHR,-2.8
_FINAL,GO Biological Processes,19,GO:0044057,regulation of system process,19_GO:0032501 multicellular organismal process,-6.8,5,7.3,30211,573,168,16,9.5,2.3,335|337|487|796|2017|2693|2911|3814|4624|4634|4635|5024|51083|56853|219537|387129,APOA1|APOA4|ATP2A1|CALCA|CTTN|GHSR|GRM1|KISS1|MYH6|MYL3|MYL4|P2RX3|GAL|CELF4|SMTNL1|NPSR1,-4.2
_FINAL,Reactome Gene Sets,6,R-HSA-500792,GPCR ligand binding,,-6.4,5.4,7.2,30211,467,168,14,8.3,2.1,796|2691|2693|2911|3062|3814|5473|6469|6866|7253|7475|8643|51083|387129,CALCA|GHRH|GHSR|GRM1|HCRTR2|KISS1|PPBP|SHH|TAC3|TSHR|WNT6|PTCH2|GAL|NPSR1,-3.9
_FINAL,GO Biological Processes,19,GO:0032989,cellular component morphogenesis,19_GO:0032502 developmental process,-6.1,4.7,6.7,30211,573,168,15,8.9,2.2,2017|2045|2823|4009|4624|4629|4914|6456|6469|9576|51473|54910|84631|91807|644168,CTTN|EPHA7|GPM6A|LMX1A|MYH6|MYH11|NTRK1|SH3GL2|SHH|SPAG6|DCDC2|SEMA4C|SLITRK2|MYLK3|DRGX,-3.7
_FINAL,KEGG Pathway,24,hsa04020,Calcium signaling pathway,,-6,7.5,7.6,30211,240,168,10,6,1.8,487|2248|2911|4914|5024|5260|9127|91807|163688|219931,ATP2A1|FGF3|GRM1|NTRK1|P2RX3|PHKG1|P2RX6|MYLK3|CALML6|TPCN2,-3.6
_FINAL,Reactome Gene Sets,6,R-HSA-397014,Muscle contraction,,-5.8,8.2,7.6,30211,197,168,9,5.4,1.7,72|487|4624|4626|4629|4634|4635|4880|58498,ACTG2|ATP2A1|MYH6|MYH8|MYH11|MYL3|MYL4|NPPC|MYL7,-3.4
_FINAL,GO Biological Processes,19,GO:0031175,neuron projection development,19_GO:0032502 developmental process,-5.5,4.2,6.2,30211,639,168,15,8.9,2.2,337|2017|2045|2670|2823|4009|4914|5923|6456|6469|9576|51473|54910|84631|644168,APOA4|CTTN|EPHA7|GFAP|GPM6A|LMX1A|NTRK1|RASGRF1|SH3GL2|SHH|SPAG6|DCDC2|SEMA4C|SLITRK2|DRGX,-3.2
_FINAL,GO Biological Processes,19,GO:0007610,behavior,19_GO:0007610 behavior,-5.5,4.5,6.2,30211,563,168,14,8.3,2.1,796|2693|2911|3062|4009|4311|4914|5024|5923|8772|51083|64478|347730|387129,CALCA|GHSR|GRM1|HCRTR2|LMX1A|MME|NTRK1|P2RX3|RASGRF1|FADD|GAL|CSMD1|LRRTM1|NPSR1,-3.2
_FINAL,KEGG Pathway,24,hsa04080,Neuroactive ligand-receptor interaction,,-5.3,5.6,6.5,30211,353,168,11,6.5,1.9,796|2691|2693|2911|3062|3814|5024|6866|7253|9127|51083,CALCA|GHRH|GHSR|GRM1|HCRTR2|KISS1|P2RX3|TAC3|TSHR|P2RX6|GAL,-3.1
_FINAL,GO Biological Processes,19,GO:0016048,detection of temperature stimulus,19_GO:0050896 response to stimulus,-5,30,11,30211,24,168,4,2.4,1.2,796|4914|80036|644168,CALCA|NTRK1|TRPM3|DRGX,-2.9
_FINAL,GO Biological Processes,19,GO:0048812,neuron projection morphogenesis,19_GO:0032502 developmental process,-5,4.7,6,30211,455,168,12,7.1,2,2017|2045|2823|4009|4914|6456|6469|9576|51473|54910|84631|644168,CTTN|EPHA7|GPM6A|LMX1A|NTRK1|SH3GL2|SHH|SPAG6|DCDC2|SEMA4C|SLITRK2|DRGX,-2.8
_FINAL,GO Biological Processes,19,GO:0120039,plasma membrane bounded cell projection morphogenesis,19_GO:0032502 developmental process,-5,4.7,6,30211,459,168,12,7.1,2,2017|2045|2823|4009|4914|6456|6469|9576|51473|54910|84631|644168,CTTN|EPHA7|GPM6A|LMX1A|NTRK1|SH3GL2|SHH|SPAG6|DCDC2|SEMA4C|SLITRK2|DRGX,-2.8
_FINAL,GO Biological Processes,19,GO:0048858,cell projection morphogenesis,19_GO:0032502 developmental process,-4.9,4.7,5.9,30211,463,168,12,7.1,2,2017|2045|2823|4009|4914|6456|6469|9576|51473|54910|84631|644168,CTTN|EPHA7|GPM6A|LMX1A|NTRK1|SH3GL2|SHH|SPAG6|DCDC2|SEMA4C|SLITRK2|DRGX,-2.8
_FINAL,GO Biological Processes,19,GO:0032990,cell part morphogenesis,19_GO:0032502 developmental process,-4.8,4.5,5.8,30211,482,168,12,7.1,2,2017|2045|2823|4009|4914|6456|6469|9576|51473|54910|84631|644168,CTTN|EPHA7|GPM6A|LMX1A|NTRK1|SH3GL2|SHH|SPAG6|DCDC2|SEMA4C|SLITRK2|DRGX,-2.6
_FINAL,GO Biological Processes,19,GO:0010817,regulation of hormone levels,19_GO:0065007 biological regulation,-4.6,4.4,5.6,30211,496,168,12,7.1,2,126|2691|2693|3814|5126|6447|6469|6822|7364|51083|64577|91608,ADH1C|GHRH|GHSR|KISS1|PCSK2|SCG5|SHH|SULT2A1|UGT2B7|GAL|ALDH8A1|RASL10B,-2.5
_FINAL,GO Biological Processes,19,GO:0000902,cell morphogenesis,19_GO:0032502 developmental process,-4.6,3.7,5.4,30211,673,168,14,8.3,2.1,2017|2045|2823|4009|4914|6456|6469|6760|9576|22798|51473|54910|84631|644168,CTTN|EPHA7|GPM6A|LMX1A|NTRK1|SH3GL2|SHH|SS18|SPAG6|LAMB4|DCDC2|SEMA4C|SLITRK2|DRGX,-2.5
_FINAL,GO Biological Processes,19,GO:0003012,muscle system process,19_GO:0032501 multicellular organismal process,-4.5,5.8,6,30211,281,168,9,5.4,1.7,487|4624|4626|4629|4634|4635|5024|9127|219931,ATP2A1|MYH6|MYH8|MYH11|MYL3|MYL4|P2RX3|P2RX6|TPCN2,-2.5
_FINAL,GO Biological Processes,19,GO:0050804,modulation of chemical synaptic transmission,19_GO:0023052 signaling,-4.5,4.6,5.6,30211,428,168,11,6.5,1.9,2670|2693|2911|3814|4311|4914|5024|5923|9148|56853|347730,GFAP|GHSR|GRM1|KISS1|MME|NTRK1|P2RX3|RASGRF1|NEURL1|CELF4|LRRTM1,-2.5
_FINAL,GO Biological Processes,19,GO:0099177,regulation of trans-synaptic signaling,19_GO:0023052 signaling,-4.5,4.6,5.6,30211,429,168,11,6.5,1.9,2670|2693|2911|3814|4311|4914|5024|5923|9148|56853|347730,GFAP|GHSR|GRM1|KISS1|MME|NTRK1|P2RX3|RASGRF1|NEURL1|CELF4|LRRTM1,-2.4
_FINAL,GO Biological Processes,19,GO:0007218,neuropeptide signaling pathway,19_GO:0023052 signaling,-4.5,10,7,30211,108,168,6,3.6,1.4,796|3062|6447|6866|51083|387129,CALCA|HCRTR2|SCG5|TAC3|GAL|NPSR1,-2.4
_FINAL,GO Biological Processes,19,GO:0060123,regulation of growth hormone secretion,19_GO:0023052 signaling,-4.4,45,11,30211,12,168,3,1.8,1,2691|2693|3814,GHRH|GHSR|KISS1,-2.4
_FINAL,KEGG Pathway,24,hsa00010,Glycolysis / Gluconeogenesis,,-4.4,13,7.6,30211,67,168,5,3,1.3,126|229|2027|5105|8789,ADH1C|ALDOB|ENO3|PCK1|FBP2,-2.4
_FINAL,Reactome Gene Sets,6,R-HSA-70263,Gluconeogenesis,,-4.4,21,8.8,30211,34,168,4,2.4,1.2,229|2027|5105|8789,ALDOB|ENO3|PCK1|FBP2,-2.4
_FINAL,GO Biological Processes,19,GO:0051960,regulation of nervous system development,19_GO:0032502 developmental process,-4.4,4.5,5.5,30211,439,168,11,6.5,1.9,2045|2670|4311|4914|6469|9148|23440|54910|79727|84631|347730,EPHA7|GFAP|MME|NTRK1|SHH|NEURL1|OTP|SEMA4C|LIN28A|SLITRK2|LRRTM1,-2.4
_FINAL,Reactome Gene Sets,6,R-HSA-372790,Signaling by GPCR,,-4.4,3.6,5.2,30211,704,168,14,8.3,2.1,796|2691|2693|2911|3062|3814|5473|6469|6866|7253|7475|8643|51083|387129,CALCA|GHRH|GHSR|GRM1|HCRTR2|KISS1|PPBP|SHH|TAC3|TSHR|WNT6|PTCH2|GAL|NPSR1,-2.3
_FINAL,GO Biological Processes,19,GO:0006936,muscle contraction,19_GO:0032501 multicellular organismal process,-4.4,6.3,6,30211,227,168,8,4.8,1.6,4624|4626|4629|4634|4635|5024|9127|219931,MYH6|MYH8|MYH11|MYL3|MYL4|P2RX3|P2RX6|TPCN2,-2.3
_FINAL,Reactome Gene Sets,6,R-HSA-71387,Metabolism of carbohydrates,,-4.4,5.5,5.8,30211,295,168,9,5.4,1.7,229|1463|2027|5105|5260|5837|8534|8789|63827,ALDOB|NCAN|ENO3|PCK1|PHKG1|PYGM|CHST1|FBP2|BCAN,-2.3
_FINAL,Reactome Gene Sets,6,R-HSA-2168880,Scavenging of heme from plasma,,-4.3,41,11,30211,13,168,3,1.8,1,213|335|3250,ALB|APOA1|HPR,-2.3
_FINAL,Reactome Gene Sets,6,R-HSA-390522,Striated Muscle Contraction,,-4.3,20,8.5,30211,36,168,4,2.4,1.2,4624|4626|4634|4635,MYH6|MYH8|MYL3|MYL4,-2.3
_FINAL,GO Biological Processes,19,GO:0043462,regulation of ATP-dependent activity,19_GO:0065007 biological regulation,-4.3,12,7.2,30211,73,168,5,3,1.3,229|487|4624|4634|4635,ALDOB|ATP2A1|MYH6|MYL3|MYL4,-2.3
_FINAL,WikiPathways,27,WP383,Striated muscle contraction pathway,,-4.2,19,8.3,30211,38,168,4,2.4,1.2,4624|4626|4634|4635,MYH6|MYH8|MYL3|MYL4,-2.2
_FINAL,GO Biological Processes,19,GO:0051604,protein maturation,19_GO:0008152 metabolic process,-4.1,5.7,5.6,30211,251,168,8,4.8,1.6,3250|4311|5126|6447|6469|8260|8772|10549,HPR|MME|PCSK2|SCG5|SHH|NAA10|FADD|PRDX4,-2.1
_FINAL,GO Biological Processes,19,GO:0008015,blood circulation,19_GO:0032501 multicellular organismal process,-4.1,4.5,5.3,30211,400,168,10,6,1.8,796|4624|4634|4635|6456|6866|58498|91608|91807|219537,CALCA|MYH6|MYL3|MYL4|SH3GL2|TAC3|MYL7|RASL10B|MYLK3|SMTNL1,-2.1
_FINAL,Reactome Gene Sets,6,R-HSA-2173782,Binding and Uptake of Ligands by Scavenger Receptors,,-4.1,17,7.8,30211,42,168,4,2.4,1.2,213|335|3250|78989,ALB|APOA1|HPR|COLEC11,-2.1
_FINAL,GO Biological Processes,19,GO:0007635,chemosensory behavior,19_GO:0007610 behavior,-4,34,9.8,30211,16,168,3,1.8,1,4009|4914|5024,LMX1A|NTRK1|P2RX3,-2.1
_FINAL,GO Biological Processes,19,GO:0003013,circulatory system process,19_GO:0032501 multicellular organismal process,-4,4,5.1,30211,492,168,11,6.5,1.9,796|1244|4624|4634|4635|6456|6866|58498|91608|91807|219537,CALCA|ABCC2|MYH6|MYL3|MYL4|SH3GL2|TAC3|MYL7|RASL10B|MYLK3|SMTNL1,-2
_FINAL,KEGG Pathway,24,hsa04270,Vascular smooth muscle contraction,,-4,8.1,6.1,30211,134,168,6,3.6,1.4,72|796|4629|4880|91807|163688,ACTG2|CALCA|MYH11|NPPC|MYLK3|CALML6,-2
_FINAL,GO Biological Processes,19,GO:0043691,reverse cholesterol transport,19_GO:0051179 localization,-4,32,9.5,30211,17,168,3,1.8,1,335|337|1066,APOA1|APOA4|CES1,-2
_FINAL,Reactome Gene Sets,6,R-HSA-5083625,Defective GALNT3 causes HFTC,,-4,32,9.5,30211,17,168,3,1.8,1,4588|10071|727897,MUC6|MUC12|MUC5B,-2
_FINAL,Reactome Gene Sets,6,R-HSA-5083636,Defective GALNT12 causes CRCS1,,-4,32,9.5,30211,17,168,3,1.8,1,4588|10071|727897,MUC6|MUC12|MUC5B,-2
_FINAL,WikiPathways,27,WP534,Glycolysis and gluconeogenesis,,-3.9,16,7.5,30211,45,168,4,2.4,1.2,229|2027|5105|8789,ALDOB|ENO3|PCK1|FBP2,-2
_FINAL,Canonical Pathways,11,M106,PID HNF3B PATHWAY,,-3.9,16,7.5,30211,45,168,4,2.4,1.2,213|229|335|5105,ALB|ALDOB|APOA1|PCK1,-2
_FINAL,GO Biological Processes,19,GO:0032781,positive regulation of ATP-dependent activity,19_GO:0065007 biological regulation,-3.9,16,7.5,30211,45,168,4,2.4,1.2,229|487|4634|4635,ALDOB|ATP2A1|MYL3|MYL4,-2
_FINAL,GO Biological Processes,19,GO:0060284,regulation of cell development,19_GO:0032502 developmental process,-3.9,4,5,30211,500,168,11,6.5,1.9,335|2045|2670|4311|4880|6469|9148|10562|23440|54910|79727,APOA1|EPHA7|GFAP|MME|NPPC|SHH|NEURL1|OLFM4|OTP|SEMA4C|LIN28A,-2
_FINAL,GO Biological Processes,19,GO:0042445,hormone metabolic process,19_GO:0008152 metabolic process,-3.9,6.4,5.7,30211,198,168,7,4.2,1.5,126|5126|6447|6469|6822|7364|64577,ADH1C|PCSK2|SCG5|SHH|SULT2A1|UGT2B7|ALDH8A1,-2
_FINAL,Reactome Gene Sets,6,R-HSA-5083632,Defective C1GALT1C1 causes TNPS,,-3.9,30,9.2,30211,18,168,3,1.8,1,4588|10071|727897,MUC6|MUC12|MUC5B,-2
_FINAL,GO Biological Processes,19,GO:0051962,positive regulation of nervous system development,19_GO:0032502 developmental process,-3.9,5.3,5.4,30211,269,168,8,4.8,1.6,2670|4311|4914|6469|9148|23440|84631|347730,GFAP|MME|NTRK1|SHH|NEURL1|OTP|SLITRK2|LRRTM1,-2
_FINAL,Reactome Gene Sets,6,R-HSA-375276,Peptide ligand-binding receptors,,-3.9,6.3,5.6,30211,201,168,7,4.2,1.5,2693|3062|3814|5473|6866|51083|387129,GHSR|HCRTR2|KISS1|PPBP|TAC3|GAL|NPSR1,-2
_FINAL,KEGG Pathway,24,hsa04510,Focal adhesion,,-3.9,6.3,5.6,30211,201,168,7,4.2,1.5,1101|1297|1299|5923|22798|58498|91807,CHAD|COL9A1|COL9A3|RASGRF1|LAMB4|MYL7|MYLK3,-2
_FINAL,GO Biological Processes,19,GO:0019318,hexose metabolic process,19_GO:0008152 metabolic process,-3.8,7.7,5.9,30211,141,168,6,3.6,1.4,229|2819|5105|8277|8534|8789,ALDOB|GPD1|PCK1|TKTL1|CHST1|FBP2,-1.9
_FINAL,GO Biological Processes,19,GO:0007631,feeding behavior,19_GO:0007610 behavior,-3.8,10,6.4,30211,90,168,5,3,1.3,796|2693|3062|51083|387129,CALCA|GHSR|HCRTR2|GAL|NPSR1,-1.9
_FINAL,Canonical Pathways,11,M5884,NABA CORE MATRISOME,,-3.8,5.2,5.3,30211,275,168,8,4.8,1.6,1101|1297|1299|1463|22798|63827|220001|343637,CHAD|COL9A1|COL9A3|NCAN|LAMB4|BCAN|VWCE|RSPO4,-1.9
_FINAL,GO Biological Processes,19,GO:0050807,regulation of synapse organization,19_GO:0050789 regulation of biological process,-3.8,6.1,5.5,30211,207,168,7,4.2,1.5,2045|2693|2823|4914|9148|84631|347730,EPHA7|GHSR|GPM6A|NTRK1|NEURL1|SLITRK2|LRRTM1,-1.9
_FINAL,GO Biological Processes,19,GO:0030277,maintenance of gastrointestinal epithelium,19_GO:0032501 multicellular organismal process,-3.7,27,8.7,30211,20,168,3,1.8,1,4588|7031|7033,MUC6|TFF1|TFF3,-1.9
_FINAL,Reactome Gene Sets,6,R-HSA-373080,Class B/2 (Secretin family receptors),,-3.7,9.5,6.2,30211,95,168,5,3,1.3,796|2691|6469|7475|8643,CALCA|GHRH|SHH|WNT6|PTCH2,-1.8
_FINAL,GO Biological Processes,19,GO:0050803,regulation of synapse structure or activity,19_GO:0065007 biological regulation,-3.7,5.9,5.4,30211,213,168,7,4.2,1.5,2045|2693|2823|4914|9148|84631|347730,EPHA7|GHSR|GPM6A|NTRK1|NEURL1|SLITRK2|LRRTM1,-1.8
_FINAL,GO Biological Processes,19,GO:0007281,germ cell development,19_GO:0022414 reproductive process,-3.7,5,5.1,30211,287,168,8,4.8,1.6,9148|9576|55124|56853|79727|171484|100129278|101928601,NEURL1|SPAG6|PIWIL2|CELF4|LIN28A|FAM9C|TDRD15|MEI4,-1.8
_FINAL,GO Biological Processes,19,GO:0015850,organic hydroxy compound transport,19_GO:0051179 localization,-3.6,7,5.6,30211,155,168,6,3.6,1.4,335|337|359|1066|1244|219931,APOA1|APOA4|AQP2|CES1|ABCC2|TPCN2,-1.8
_FINAL,Canonical Pathways,11,M211,PID HEDGEHOG 2PATHWAY,,-3.6,25,8.3,30211,22,168,3,1.8,1,6469|8643|64399,SHH|PTCH2|HHIP,-1.8
_FINAL,GO Biological Processes,19,GO:0046661,male sex differentiation,19_GO:0022414 reproductive process,-3.6,6.8,5.5,30211,159,168,6,3.6,1.4,1299|4914|6469|10549|29844|64478,COL9A3|NTRK1|SHH|PRDX4|TFPT|CSMD1,-1.7
_FINAL,GO Biological Processes,19,GO:0034587,piRNA metabolic process,19_GO:0008152 metabolic process,-3.6,23,8.1,30211,23,168,3,1.8,1,55124|91646|100129278,PIWIL2|TDRD12|TDRD15,-1.7
_FINAL,GO Biological Processes,19,GO:0005975,carbohydrate metabolic process,19_GO:0008152 metabolic process,-3.6,3.9,4.7,30211,462,168,10,6,1.8,229|2027|2819|5105|5260|5837|7031|8277|8534|8789,ALDOB|ENO3|GPD1|PCK1|PHKG1|PYGM|TFF1|TKTL1|CHST1|FBP2,-1.7
_FINAL,GO Biological Processes,19,GO:0051963,regulation of synapse assembly,19_GO:0032502 developmental process,-3.5,8.7,5.9,30211,103,168,5,3,1.3,2045|2693|4914|84631|347730,EPHA7|GHSR|NTRK1|SLITRK2|LRRTM1,-1.7
_FINAL,Canonical Pathways,11,M5885,NABA MATRISOME ASSOCIATED,,-3.5,3.1,4.4,30211,751,168,13,7.7,2.1,2248|4588|5473|6469|7053|7475|10071|54910|56891|64399|78989|83888|727897,FGF3|MUC6|PPBP|SHH|TGM3|WNT6|MUC12|SEMA4C|LGALS14|HHIP|COLEC11|FGFBP2|MUC5B,-1.7
_FINAL,GO Biological Processes,19,GO:0005996,monosaccharide metabolic process,19_GO:0008152 metabolic process,-3.5,6.6,5.4,30211,163,168,6,3.6,1.4,229|2819|5105|8277|8534|8789,ALDOB|GPD1|PCK1|TKTL1|CHST1|FBP2,-1.7
_FINAL,Reactome Gene Sets,6,R-HSA-977068,Termination of O-glycan biosynthesis,,-3.5,22,7.9,30211,24,168,3,1.8,1,4588|10071|727897,MUC6|MUC12|MUC5B,-1.7
_FINAL,KEGG Pathway,24,hsa04977,Vitamin digestion and absorption,,-3.5,22,7.9,30211,24,168,3,1.8,1,335|337|2346,APOA1|APOA4|FOLH1,-1.7
_FINAL,GO Biological Processes,19,GO:0009991,response to extracellular stimulus,19_GO:0050896 response to stimulus,-3.5,3.8,4.6,30211,470,168,10,6,1.8,158|213|359|2691|2693|4914|5105|9506|54474|57535,ADSL|ALB|AQP2|GHRH|GHSR|NTRK1|PCK1|PAGE4|KRT20|ELAPOR1,-1.7
_FINAL,KEGG Pathway,24,hsa04922,Glucagon signaling pathway,,-3.5,8.4,5.7,30211,107,168,5,3,1.3,5105|5260|5837|8789|163688,PCK1|PHKG1|PYGM|FBP2|CALML6,-1.6
_FINAL,GO Biological Processes,19,GO:0006091,generation of precursor metabolites and energy,19_GO:0008152 metabolic process,-3.5,4.2,4.7,30211,388,168,9,5.4,1.7,126|158|229|2027|2819|4715|4726|5260|5837,ADH1C|ADSL|ALDOB|ENO3|GPD1|NDUFB9|NDUFS6|PHKG1|PYGM,-1.6
_FINAL,GO Biological Processes,19,GO:0040008,regulation of growth,19_GO:0040007 growth,-3.5,3.3,4.4,30211,660,168,12,7.1,2,2017|2045|2691|2693|4009|4624|4880|7429|8643|10071|54910|85453,CTTN|EPHA7|GHRH|GHSR|LMX1A|MYH6|NPPC|VIL1|PTCH2|MUC12|SEMA4C|TSPYL5,-1.6
_FINAL,GO Biological Processes,19,GO:0001894,tissue homeostasis,19_GO:0032501 multicellular organismal process,-3.5,5.4,5,30211,234,168,7,4.2,1.5,213|3933|4588|6456|7031|7033|124220,ALB|LCN1|MUC6|SH3GL2|TFF1|TFF3|ZG16B,-1.6
_FINAL,GO Biological Processes,19,GO:0030301,cholesterol transport,19_GO:0051179 localization,-3.5,12,6.4,30211,60,168,4,2.4,1.2,335|337|1066|219931,APOA1|APOA4|CES1|TPCN2,-1.6
_FINAL,GO Biological Processes,19,GO:0022412,cellular process involved in reproduction in multicellular organism,19_GO:0022414 reproductive process,-3.4,4.1,4.7,30211,391,168,9,5.4,1.7,9148|9576|55124|56853|79727|91646|171484|100129278|101928601,NEURL1|SPAG6|PIWIL2|CELF4|LIN28A|TDRD12|FAM9C|TDRD15|MEI4,-1.6
_FINAL,Canonical Pathways,11,M5880,NABA ECM AFFILIATED,,-3.4,6.3,5.2,30211,170,168,6,3.6,1.4,4588|10071|54910|56891|78989|727897,MUC6|MUC12|SEMA4C|LGALS14|COLEC11|MUC5B,-1.6
_FINAL,GO Biological Processes,19,GO:0050951,sensory perception of temperature stimulus,19_GO:0032501 multicellular organismal process,-3.4,21,7.5,30211,26,168,3,1.8,1,796|4914|80036,CALCA|NTRK1|TRPM3,-1.6
_FINAL,GO Biological Processes,19,GO:0002026,regulation of the force of heart contraction,19_GO:0032501 multicellular organismal process,-3.4,21,7.5,30211,26,168,3,1.8,1,4624|4634|4635,MYH6|MYL3|MYL4,-1.6
_FINAL,GO Biological Processes,19,GO:0006066,alcohol metabolic process,19_GO:0008152 metabolic process,-3.4,4.6,4.7,30211,316,168,8,4.8,1.6,126|335|337|1066|2819|5105|6822|8277,ADH1C|APOA1|APOA4|CES1|GPD1|PCK1|SULT2A1|TKTL1,-1.6
_FINAL,KEGG Pathway,24,hsa05217,Basal cell carcinoma,,-3.4,11,6.2,30211,63,168,4,2.4,1.2,6469|7475|8643|64399,SHH|WNT6|PTCH2|HHIP,-1.6
_FINAL,GO Biological Processes,19,GO:0048732,gland development,19_GO:0032502 developmental process,-3.4,4,4.6,30211,401,168,9,5.4,1.7,335|2691|5105|6469|8772|9148|23440|51350|64478,APOA1|GHRH|PCK1|SHH|FADD|NEURL1|OTP|KRT76|CSMD1,-1.5
_FINAL,Reactome Gene Sets,6,R-HSA-5621480,Dectin-2 family,,-3.3,20,7.4,30211,27,168,3,1.8,1,4588|10071|727897,MUC6|MUC12|MUC5B,-1.5
_FINAL,GO Biological Processes,19,GO:0040014,regulation of multicellular organism growth,19_GO:0040007 growth,-3.3,11,6.1,30211,64,168,4,2.4,1.2,2691|2693|4880|7429,GHRH|GHSR|NPPC|VIL1,-1.5
_FINAL,GO Biological Processes,19,GO:0014823,response to activity,19_GO:0050896 response to stimulus,-3.3,11,6.1,30211,65,168,4,2.4,1.2,158|5105|219537|252995,ADSL|PCK1|SMTNL1|FNDC5,-1.5
